nome_curso,nome_aluno,media_global,matricula,cpf,status,tipo_desconto,valor_desconto,nome_departamento,semestre_atual
Redes de Computadores,Ana Julia Lima,6.6,1050402,25667441553,Matriculado,Bolsa Parcial,32.1,Escola de Tecnologia,6
Ciência da Computação,Kamilly Leão,6.28,1036643,30459458840,Matriculado,Bolsa Parcial,39.8,Escola de Tecnologia,4
Ciência da Computação,Lorenzo da Cruz,8.83,1033130,30841410757,Matriculado,Bolsa Mérito,62.2,Escola de Tecnologia,6
Ciência da Computação,Sabrina da Mota,8.85,1035602,69441264935,Inativo,Bolsa Mérito,72.5,Escola de Tecnologia,4
Ciência da Computação,Arthur Miguel Melo,8.39,1033361,84939653516,Inativo,Bolsa Mérito,98.0,Escola de Tecnologia,2
Ciência da Computação,Stella da Mata,9.58,1033916,24945997903,Inativo,Bolsa Mérito,76.8,Escola de Tecnologia,5
Ciência da Computação,Jade Vasconcelos,6.95,1033604,58919708968,Inativo,Bolsa Parcial,26.0,Escola de Tecnologia,4
Ciência da Computação,Stephany Sousa,8.63,1038818,70733964536,Inativo,Bolsa Mérito,63.6,Escola de Tecnologia,1
Ciência da Computação,Fernando Costela,7.95,1038737,61651039188,Matriculado,Bolsa Parcial,42.7,Escola de Tecnologia,5
Ciência da Computação,Ísis Montenegro,9.66,1034333,33100921495,Inativo,Bolsa Mérito,58.4,Escola de Tecnologia,6
Ciência da Computação,Rafaela Lopes,9.27,1034414,23284027272,Inativo,Bolsa Mérito,83.4,Escola de Tecnologia,3
Ciência da Computação,Benício Carvalho,8.77,1034645,46973630226,Matriculado,Bolsa Mérito,55.6,Escola de Tecnologia,2
Ciência da Computação,Ravy Pereira,9.39,1033985,57928106865,Inativo,Bolsa Mérito,80.1,Escola de Tecnologia,4
Ciência da Computação,Ana Lívia Garcia,7.75,1040666,75905888700,Matriculado,Bolsa Parcial,39.3,Escola de Tecnologia,4
Ciência da Computação,Isabel Souza,6.59,1037156,24695378651,Inativo,Bolsa Parcial,24.5,Escola de Tecnologia,7
Ciência da Computação,Hadassa Souza,7.07,1036184,90077390604,Inativo,Bolsa Parcial,20.9,Escola de Tecnologia,4
Ciência da Computação,João Miguel Novais,6.2,1040501,25458328361,Inativo,Bolsa Parcial,44.7,Escola de Tecnologia,8
Ciência da Computação,Maria Luísa Ribeiro,9.42,1040042,6397710928,Matriculado,Bolsa Mérito,71.9,Escola de Tecnologia,6
Ciência da Computação,Raul Novaes,8.2,1038641,8843578847,Inativo,Bolsa Mérito,75.6,Escola de Tecnologia,6
Ciência da Computação,Davi Lucas Vasconcelos,7.85,1035062,6899841628,Matriculado,Bolsa Parcial,45.8,Escola de Tecnologia,1
Ciência da Computação,Ravy Montenegro,7.41,1036265,51663834750,Inativo,Bolsa Parcial,26.6,Escola de Tecnologia,3
Ciência da Computação,Anna Liz da Mata,7.17,1035305,24047180311,Inativo,Bolsa Parcial,26.6,Escola de Tecnologia,3
Ciência da Computação,Breno Dias,7.19,1035590,34408539168,Inativo,Bolsa Parcial,35.3,Escola de Tecnologia,6
Ciência da Computação,Lunna Pinto,8.97,1034102,38537921658,Matriculado,Bolsa Mérito,65.5,Escola de Tecnologia,7
Ciência da Computação,Luísa Mendonça,7.28,1034579,25881519435,Inativo,Bolsa Parcial,47.8,Escola de Tecnologia,5
Ciência da Computação,Theodoro da Rocha,9.33,1040897,49451057361,Matriculado,Bolsa Mérito,98.0,Escola de Tecnologia,6
Ciência da Computação,Heitor Sampaio,6.43,1033457,23025287749,Matriculado,Bolsa Parcial,44.1,Escola de Tecnologia,5
Ciência da Computação,Anna Liz Nogueira,7.25,1035455,92474982316,Matriculado,Bolsa Parcial,43.5,Escola de Tecnologia,4
Ciência da Computação,Natália Sousa,6.04,1035374,90512354172,Inativo,Bolsa Parcial,32.2,Escola de Tecnologia,5
Ciência da Computação,Paulo Alves,6.7,1037468,15332201536,Matriculado,Bolsa Parcial,35.2,Escola de Tecnologia,4
Ciência da Computação,Samuel Freitas,7.73,1039088,56655089877,Inativo,Bolsa Parcial,35.0,Escola de Tecnologia,5
Ciência da Computação,Anthony Pimenta,6.69,1033835,6361120788,Matriculado,Bolsa Parcial,24.2,Escola de Tecnologia,4
Ciência da Computação,Ana Liz Ferreira,9.61,1035008,66375039404,Matriculado,Bolsa Mérito,56.0,Escola de Tecnologia,6
Ciência da Computação,Francisco Cavalcanti,9.66,1036955,80973731951,Inativo,Bolsa Mérito,83.4,Escola de Tecnologia,8
Ciência da Computação,Vitor Aparecida,6.8,1035767,70295391599,Matriculado,Bolsa Parcial,46.8,Escola de Tecnologia,2
Ciência da Computação,Thiago Mendes,6.43,1037075,10839480045,Inativo,Bolsa Parcial,27.0,Escola de Tecnologia,5
Ciência da Computação,Hadassa Nunes,7.15,1039709,94914595178,Inativo,Bolsa Parcial,48.5,Escola de Tecnologia,1
Ciência da Computação,Kaique Moreira,9.87,1041014,49662872509,Matriculado,Bolsa Mérito,81.5,Escola de Tecnologia,3
Ciência da Computação,Júlia Jesus,8.68,1036577,39997982072,Matriculado,Bolsa Mérito,68.3,Escola de Tecnologia,5
Ciência da Computação,Júlia Machado,8.78,1033673,57856021945,Inativo,Bolsa Mérito,50.6,Escola de Tecnologia,1
Ciência da Computação,Danilo Moura,6.08,1040732,75087446499,Matriculado,Bolsa Parcial,31.1,Escola de Tecnologia,8
Ciência da Computação,João Pedro Lopes,8.6,1036805,47113183512,Matriculado,Bolsa Mérito,89.8,Escola de Tecnologia,2
Ciência da Computação,Maysa Cavalcanti,8.66,1036793,4836381089,Matriculado,Bolsa Mérito,64.7,Escola de Tecnologia,7
Ciência da Computação,Marcelo Cavalcanti,9.52,1038344,48062577507,Inativo,Bolsa Mérito,50.1,Escola de Tecnologia,6
Ciência da Computação,Mariana Gonçalves,8.11,1040138,310381813,Inativo,Bolsa Mérito,91.4,Escola de Tecnologia,6
Ciência da Computação,Clara Andrade,9.27,1036250,79424679322,Inativo,Bolsa Mérito,89.7,Escola de Tecnologia,4
Ciência da Computação,Igor Porto,7.5,1038494,57789181507,Inativo,Bolsa Parcial,32.3,Escola de Tecnologia,7
Ciência da Computação,Rafael Pimenta,9.04,1035929,79080451850,Inativo,Bolsa Mérito,83.4,Escola de Tecnologia,4
Ciência da Computação,Helena Porto,6.93,1034795,23870630547,Matriculado,Bolsa Parcial,22.3,Escola de Tecnologia,4
Ciência da Computação,Otto Pinto,8.61,1035617,44927329889,Inativo,Bolsa Mérito,99.5,Escola de Tecnologia,1
Ciência da Computação,Bruna Melo,6.63,1039019,53267472250,Matriculado,Bolsa Parcial,29.4,Escola de Tecnologia,4
Ciência da Computação,Laís Nogueira,6.15,1040369,11513451637,Inativo,Bolsa Parcial,27.2,Escola de Tecnologia,8
Ciência da Computação,Sarah Casa Grande,8.79,1034186,28500747841,Matriculado,Bolsa Mérito,67.8,Escola de Tecnologia,1
Ciência da Computação,Raquel Castro,8.75,1039004,20944936334,Inativo,Bolsa Mérito,51.3,Escola de Tecnologia,3
Ciência da Computação,Hellena Porto,9.31,1033145,39879799491,Matriculado,Bolsa Mérito,63.1,Escola de Tecnologia,5
Ciência da Computação,Ayla Costa,6.78,1039844,22633832999,Matriculado,Bolsa Parcial,30.0,Escola de Tecnologia,5
Ciência da Computação,Raul Nogueira,9.09,1037549,17527232650,Inativo,Bolsa Mérito,62.5,Escola de Tecnologia,1
Ciência da Computação,Lavínia Cardoso,8.31,1036481,50830625155,Inativo,Bolsa Mérito,56.7,Escola de Tecnologia,8
Ciência da Computação,Melissa Moraes,7.14,1035521,82291104589,Inativo,Bolsa Parcial,44.3,Escola de Tecnologia,1
Ciência da Computação,Ian Sousa,6.92,1033523,69230561862,Inativo,Bolsa Parcial,44.6,Escola de Tecnologia,8
Ciência da Computação,Cecília Azevedo,7.81,1038032,9445112515,Inativo,Bolsa Parcial,25.3,Escola de Tecnologia,3
Ciência da Computação,Valentina Machado,7.71,1034498,9403547730,Matriculado,Bolsa Parcial,49.6,Escola de Tecnologia,3
Ciência da Computação,Maria Fernanda da Luz,6.55,1033769,12978827137,Inativo,Bolsa Parcial,40.4,Escola de Tecnologia,4
Ciência da Computação,Benício Pacheco,8.25,1035833,28264941035,Inativo,Bolsa Mérito,65.2,Escola de Tecnologia,2
Ciência da Computação,Luiz Gustavo Guerra,9.35,1038560,5969518417,Matriculado,Bolsa Mérito,86.2,Escola de Tecnologia,2
Ciência da Computação,Pedro Lucas Sá,6.4,1037981,50611507192,Inativo,Bolsa Parcial,20.5,Escola de Tecnologia,3
Ciência da Computação,Yago da Costa,9.63,1036724,45886983790,Matriculado,Bolsa Mérito,71.9,Escola de Tecnologia,5
Ciência da Computação,Mariana Cirino,8.53,1038425,42502729507,Inativo,Bolsa Mérito,59.3,Escola de Tecnologia,7
Ciência da Computação,Bianca Teixeira,9.22,1038575,2852391415,Inativo,Bolsa Mérito,79.0,Escola de Tecnologia,8
Ciência da Computação,André Teixeira,8.75,1040435,19806070512,Matriculado,Bolsa Mérito,72.6,Escola de Tecnologia,7
Ciência da Computação,Mariah Gonçalves,9.91,1034630,77271252393,Matriculado,Bolsa Mérito,70.4,Escola de Tecnologia,2
Ciência da Computação,Caio Cavalcanti,9.53,1033619,42509309441,Matriculado,Bolsa Mérito,77.8,Escola de Tecnologia,8
Ciência da Computação,Catarina Rocha,6.18,1040978,54209811002,Inativo,Bolsa Parcial,44.3,Escola de Tecnologia,3
Ciência da Computação,Antony Garcia,7.48,1035752,95580894209,Inativo,Bolsa Parcial,41.4,Escola de Tecnologia,5
Ciência da Computação,Vicente Cunha,7.85,1040354,26680347456,Matriculado,Bolsa Parcial,24.8,Escola de Tecnologia,4
Ciência da Computação,Milena Farias,7.21,1036889,19708259397,Inativo,Bolsa Parcial,40.7,Escola de Tecnologia,8
Ciência da Computação,Gustavo Henrique Cirino,6.49,1036049,75102710606,Matriculado,Bolsa Parcial,32.8,Escola de Tecnologia,6
Ciência da Computação,Emilly Fonseca,9.24,1034171,67337233221,Inativo,Bolsa Mérito,80.7,Escola de Tecnologia,7
Ciência da Computação,Leandro Fonseca,8.53,1037699,11689970868,Matriculado,Bolsa Mérito,82.8,Escola de Tecnologia,8
Ciência da Computação,Jade Carvalho,8.55,1033970,82596943135,Matriculado,Bolsa Mérito,51.8,Escola de Tecnologia,5
Ciência da Computação,Ryan Leão,6.56,1034036,94725471057,Inativo,Bolsa Parcial,26.3,Escola de Tecnologia,3
Ciência da Computação,Alana Cassiano,7.99,1035389,73790211170,Matriculado,Bolsa Parcial,40.9,Escola de Tecnologia,2
Ciência da Computação,Anna Liz Macedo,7.87,1034780,30989445965,Inativo,Bolsa Parcial,35.7,Escola de Tecnologia,4
Ciência da Computação,Sarah Moreira,7.7,1038209,46986083567,Matriculado,Bolsa Parcial,33.6,Escola de Tecnologia,1
Ciência da Computação,Kevin da Luz,7.5,1039994,29364502956,Inativo,Bolsa Parcial,40.2,Escola de Tecnologia,1
Ciência da Computação,João Lucas Moreira,7.63,1036940,26250808823,Inativo,Bolsa Parcial,47.3,Escola de Tecnologia,4
Ciência da Computação,Giovanna Nunes,7.86,1037846,42316563245,Inativo,Bolsa Parcial,30.0,Escola de Tecnologia,3
Ciência da Computação,Ravi Camargo,8.0,1039451,85391881787,Matriculado,Bolsa Mérito,78.2,Escola de Tecnologia,5
Ciência da Computação,Ana Cecília Rios,8.06,1037615,72294151315,Inativo,Bolsa Mérito,98.7,Escola de Tecnologia,5
Ciência da Computação,João Felipe Ramos,8.59,1033226,89391042195,Matriculado,Bolsa Mérito,56.5,Escola de Tecnologia,5
Ciência da Computação,Gael Rodrigues,7.72,1034711,66561878113,Matriculado,Bolsa Parcial,28.7,Escola de Tecnologia,2
Ciência da Computação,Luiz Gustavo da Luz,7.56,1036874,74207936052,Matriculado,Bolsa Parcial,31.4,Escola de Tecnologia,8
Ciência da Computação,Leonardo Ferreira,7.7,1036115,14963813788,Inativo,Bolsa Parcial,43.3,Escola de Tecnologia,7
Ciência da Computação,Beatriz Pereira,6.81,1033211,20343713883,Inativo,Bolsa Parcial,45.7,Escola de Tecnologia,7
Ciência da Computação,Melina Silva,6.68,1035983,66127293868,Matriculado,Bolsa Parcial,47.3,Escola de Tecnologia,8
Ciência da Computação,Natália Pires,9.03,1040036,64458900424,Inativo,Bolsa Mérito,60.5,Escola de Tecnologia,7
Ciência da Computação,Maya Martins,6.8,1037513,42476893300,Inativo,Bolsa Parcial,39.4,Escola de Tecnologia,5
Ciência da Computação,Cauê Macedo,8.44,1038011,44626202440,Inativo,Bolsa Mérito,69.4,Escola de Tecnologia,4
Ciência da Computação,Luiza Vargas,7.0,1037285,9274776113,Inativo,Bolsa Parcial,25.7,Escola de Tecnologia,7
Ciência da Computação,Vitor Hugo Campos,7.69,1033274,23103521136,Inativo,Bolsa Parcial,48.9,Escola de Tecnologia,7
Ciência da Computação,Miguel Freitas,7.89,1036097,90168972550,Inativo,Bolsa Parcial,20.7,Escola de Tecnologia,4
Ciência da Computação,Francisco Novais,7.07,1035599,12125379605,Matriculado,Bolsa Parcial,49.0,Escola de Tecnologia,3
Ciência da Computação,Luiza Souza,7.74,1036244,35759720664,Inativo,Bolsa Parcial,33.7,Escola de Tecnologia,2
Ciência da Computação,Isabella Fernandes,9.21,1034840,47555428349,Matriculado,Bolsa Mérito,88.2,Escola de Tecnologia,7
Ciência da Computação,Manuella Albuquerque,8.52,1034990,7814653616,Inativo,Bolsa Mérito,96.6,Escola de Tecnologia,2
Ciência da Computação,Isis Melo,9.06,1040267,70317369195,Matriculado,Bolsa Mérito,76.5,Escola de Tecnologia,3
Ciência da Computação,Maria Julia Aparecida,7.01,1036637,92650138530,Inativo,Bolsa Parcial,37.4,Escola de Tecnologia,4
Ciência da Computação,Lavínia Camargo,8.8,1037975,64205615810,Inativo,Bolsa Mérito,76.2,Escola de Tecnologia,3
Ciência da Computação,Maria Cecília Vieira,8.29,1040117,62580516766,Matriculado,Bolsa Mérito,88.0,Escola de Tecnologia,7
Ciência da Computação,Ana Vitória Nunes,8.88,1034408,78172729913,Inativo,Bolsa Mérito,58.5,Escola de Tecnologia,3
Ciência da Computação,Arthur Gabriel Cardoso,7.36,1036178,9137506096,Inativo,Bolsa Parcial,49.0,Escola de Tecnologia,8
Ciência da Computação,Lucca Câmara,6.24,1037270,30485335997,Matriculado,Bolsa Parcial,23.2,Escola de Tecnologia,7
Ciência da Computação,Cauê Fernandes,6.86,1035896,72780996866,Matriculado,Bolsa Parcial,27.5,Escola de Tecnologia,3
Ciência da Computação,Maria Júlia Novaes,7.55,1033124,99465850824,Matriculado,Bolsa Parcial,48.6,Escola de Tecnologia,8
Ciência da Computação,Ísis Novais,6.49,1035353,84812305599,Inativo,Bolsa Parcial,24.2,Escola de Tecnologia,6
Ciência da Computação,Yan Barros,6.4,1037528,19105801181,Matriculado,Bolsa Parcial,37.8,Escola de Tecnologia,4
Ciência da Computação,João Guerra,6.09,1034381,53464388876,Inativo,Bolsa Parcial,48.5,Escola de Tecnologia,8
Ciência da Computação,Ana Beatriz Caldeira,9.27,1040090,21672048556,Inativo,Bolsa Mérito,52.3,Escola de Tecnologia,1
Ciência da Computação,Sophie Vargas,7.5,1040102,84595023666,Inativo,Bolsa Parcial,31.4,Escola de Tecnologia,5
Ciência da Computação,Léo Abreu,9.79,1035272,93676289244,Inativo,Bolsa Mérito,69.8,Escola de Tecnologia,3
Ciência da Computação,Davi Gonçalves,9.13,1035287,59115995942,Inativo,Bolsa Mérito,76.0,Escola de Tecnologia,6
Ciência da Computação,Nicole Nascimento,8.99,1036691,32352200317,Matriculado,Bolsa Mérito,69.6,Escola de Tecnologia,8
Ciência da Computação,Maria Laura Melo,7.19,1036406,58979585420,Inativo,Bolsa Parcial,24.4,Escola de Tecnologia,3
Ciência da Computação,Renan Borges,8.48,1033205,54616156606,Inativo,Bolsa Mérito,96.8,Escola de Tecnologia,6
Ciência da Computação,Bella Siqueira,6.34,1033436,48478502640,Inativo,Bolsa Parcial,34.0,Escola de Tecnologia,6
Ciência da Computação,Nina Farias,9.05,1038161,15930725608,Inativo,Bolsa Mérito,70.0,Escola de Tecnologia,8
Ciência da Computação,Ester da Rosa,6.71,1040630,57596029590,Matriculado,Bolsa Parcial,29.3,Escola de Tecnologia,6
Ciência da Computação,Arthur Gabriel Dias,8.81,1033814,51612808452,Matriculado,Bolsa Mérito,58.7,Escola de Tecnologia,5
Ciência da Computação,Juliana Ferreira,7.03,1034543,52716125800,Matriculado,Bolsa Parcial,37.9,Escola de Tecnologia,1
Ciência da Computação,Joaquim Dias,6.14,1037597,64562692233,Matriculado,Bolsa Parcial,33.0,Escola de Tecnologia,4
Ciência da Computação,João Guilherme Castro,6.35,1036934,52464678752,Matriculado,Bolsa Parcial,43.4,Escola de Tecnologia,3
Ciência da Computação,Ana Carolina Vieira,6.68,1034462,8933459646,Matriculado,Bolsa Parcial,33.1,Escola de Tecnologia,7
Ciência da Computação,Laura Correia,8.06,1039580,73383692936,Matriculado,Bolsa Mérito,97.6,Escola de Tecnologia,6
Ciência da Computação,Eduardo Nunes,7.51,1039298,89901332352,Matriculado,Bolsa Parcial,40.6,Escola de Tecnologia,6
Ciência da Computação,Alícia Silva,6.54,1040711,43854252972,Matriculado,Bolsa Parcial,34.3,Escola de Tecnologia,5
Ciência da Computação,Eduarda Peixoto,6.65,1039379,74528752520,Matriculado,Bolsa Parcial,28.5,Escola de Tecnologia,3
Ciência da Computação,Yago Barros,8.47,1035191,32142375423,Matriculado,Bolsa Mérito,77.6,Escola de Tecnologia,2
Ciência da Computação,Maria Isis Freitas,7.11,1035368,28431685140,Matriculado,Bolsa Parcial,44.8,Escola de Tecnologia,6
Ciência da Computação,Maria Isis Abreu,8.59,1035203,23673582823,Matriculado,Bolsa Mérito,78.1,Escola de Tecnologia,6
Ciência da Computação,Valentim Moreira,8.2,1036013,41531225089,Matriculado,Bolsa Mérito,97.0,Escola de Tecnologia,6
Ciência da Computação,Milena da Rocha,8.89,1038338,40028982371,Inativo,Bolsa Mérito,69.2,Escola de Tecnologia,1
Ciência da Computação,Gustavo Henrique Gomes,6.0,1039757,61932075217,Inativo,Bolsa Parcial,38.6,Escola de Tecnologia,2
Ciência da Computação,Maria Flor Mendonça,8.03,1033586,3717817343,Inativo,Bolsa Mérito,79.8,Escola de Tecnologia,2
Ciência da Computação,Thiago Moraes,9.12,1037744,88174400316,Inativo,Bolsa Mérito,83.8,Escola de Tecnologia,2
Ciência da Computação,Luiz Felipe Aparecida,6.97,1040645,32243719980,Matriculado,Bolsa Parcial,47.8,Escola de Tecnologia,5
Ciência da Computação,Anthony Gabriel da Conceição,9.3,1037201,37340979596,Matriculado,Bolsa Mérito,85.2,Escola de Tecnologia,7
Ciência da Computação,Daniel da Cruz,7.68,1041062,28300500404,Inativo,Bolsa Parcial,29.1,Escola de Tecnologia,1
Ciência da Computação,Theodoro Sales,9.81,1037216,55329400101,Matriculado,Bolsa Mérito,61.9,Escola de Tecnologia,3
Ciência da Computação,Aylla Barbosa,6.04,1039445,82334123325,Inativo,Bolsa Parcial,26.1,Escola de Tecnologia,5
Ciência da Computação,Maria Cecília Nogueira,7.29,1040498,44533214096,Matriculado,Bolsa Parcial,40.0,Escola de Tecnologia,2
Ciência da Computação,Ana Vitória Araújo,9.19,1037906,33125007524,Matriculado,Bolsa Mérito,67.0,Escola de Tecnologia,4
Ciência da Computação,Paulo Sampaio,8.97,1033829,62280478581,Inativo,Bolsa Mérito,53.3,Escola de Tecnologia,7
Ciência da Computação,Vinicius Pastor,6.85,1038620,82442491967,Matriculado,Bolsa Parcial,20.0,Escola de Tecnologia,2
Ciência da Computação,Brenda Cassiano,6.49,1038257,8801612654,Matriculado,Bolsa Parcial,48.3,Escola de Tecnologia,3
Ciência da Computação,Yago Sousa,6.62,1038323,67164334195,Matriculado,Bolsa Parcial,33.0,Escola de Tecnologia,2
Ciência da Computação,Marcos Vinicius Cardoso,7.57,1037351,12363479608,Matriculado,Bolsa Parcial,47.5,Escola de Tecnologia,4
Ciência da Computação,Maria Flor Pires,8.61,1039364,16752805289,Inativo,Bolsa Mérito,57.9,Escola de Tecnologia,5
Ciência da Computação,Olívia da Rosa,7.84,1038635,44620197701,Inativo,Bolsa Parcial,38.2,Escola de Tecnologia,5
Ciência da Computação,Benjamim Freitas,8.79,1037069,20984837123,Matriculado,Bolsa Mérito,68.3,Escola de Tecnologia,1
Ciência da Computação,Luana Cirino,6.76,1038107,75746634310,Matriculado,Bolsa Parcial,24.7,Escola de Tecnologia,7
Ciência da Computação,Pedro Henrique Lima,7.71,1036853,28396446592,Inativo,Bolsa Parcial,23.7,Escola de Tecnologia,7
Ciência da Computação,Benjamim Câmara,8.4,1039052,49766023551,Matriculado,Bolsa Mérito,97.1,Escola de Tecnologia,6
Ciência da Computação,Levi das Neves,8.55,1036460,73032902457,Inativo,Bolsa Mérito,68.3,Escola de Tecnologia,6
Ciência da Computação,Catarina da Luz,9.94,1037054,91287096302,Matriculado,Bolsa Mérito,57.2,Escola de Tecnologia,2
Ciência da Computação,Joana da Cunha,6.2,1040021,22390744415,Inativo,Bolsa Parcial,41.9,Escola de Tecnologia,6
Ciência da Computação,Clara Albuquerque,8.38,1036259,45737729114,Inativo,Bolsa Mérito,78.7,Escola de Tecnologia,3
Ciência da Computação,Marcos Vinicius Sá,8.21,1034774,44840134564,Matriculado,Bolsa Mérito,85.0,Escola de Tecnologia,1
Ciência da Computação,Bárbara Correia,8.88,1036310,7474198586,Inativo,Bolsa Mérito,77.2,Escola de Tecnologia,5
Ciência da Computação,Maria Liz Sales,7.26,1038770,95068402617,Inativo,Bolsa Parcial,21.9,Escola de Tecnologia,5
Ciência da Computação,Zoe Andrade,8.94,1039607,13306566153,Matriculado,Bolsa Mérito,88.8,Escola de Tecnologia,4
Ciência da Computação,Maya Andrade,8.95,1038716,24372525269,Matriculado,Bolsa Mérito,61.6,Escola de Tecnologia,8
Ciência da Computação,Sophia Araújo,9.16,1033502,73213419478,Inativo,Bolsa Mérito,89.1,Escola de Tecnologia,5
Ciência da Computação,Paulo Machado,7.1,1034477,10754571651,Inativo,Bolsa Parcial,32.1,Escola de Tecnologia,3
Ciência da Computação,Bárbara da Mota,7.41,1039661,47691209952,Inativo,Bolsa Parcial,26.1,Escola de Tecnologia,2
Ciência da Computação,Ester Fogaça,6.43,1035137,14423295196,Inativo,Bolsa Parcial,20.2,Escola de Tecnologia,5
Ciência da Computação,Alice Nunes,9.14,1037432,70891204888,Matriculado,Bolsa Mérito,82.6,Escola de Tecnologia,8
Ciência da Computação,Maria Cecília Barros,9.35,1036325,96552066706,Matriculado,Bolsa Mérito,92.5,Escola de Tecnologia,2
Ciência da Computação,Rael Nogueira,6.83,1035665,72813343327,Matriculado,Bolsa Parcial,44.8,Escola de Tecnologia,4
Ciência da Computação,Stephany Lopes,7.67,1039973,28352141158,Matriculado,Bolsa Parcial,36.3,Escola de Tecnologia,3
Ciência da Computação,Mariah Cardoso,9.11,1033979,27923294800,Inativo,Bolsa Mérito,99.5,Escola de Tecnologia,8
Ciência da Computação,Davi Luiz Leão,9.21,1035956,50934966682,Inativo,Bolsa Mérito,77.0,Escola de Tecnologia,7
Ciência da Computação,Marina das Neves,9.26,1039640,74135664350,Matriculado,Bolsa Mérito,76.9,Escola de Tecnologia,8
Ciência da Computação,José Miguel Ramos,7.87,1037792,87879759827,Matriculado,Bolsa Parcial,20.1,Escola de Tecnologia,3
Ciência da Computação,André Cassiano,9.63,1038926,14690343876,Matriculado,Bolsa Mérito,93.9,Escola de Tecnologia,7
Ciência da Computação,Lucas Ferreira,8.03,1033103,24655687684,Inativo,Bolsa Mérito,70.6,Escola de Tecnologia,8
Ciência da Computação,Pedro Campos,9.58,1037657,78241412629,Matriculado,Bolsa Mérito,85.3,Escola de Tecnologia,5
Ciência da Computação,Antonella Siqueira,9.84,1038140,51030246918,Matriculado,Bolsa Mérito,63.7,Escola de Tecnologia,7
Ciência da Computação,Maria Luiza Silva,6.02,1037723,81293148433,Inativo,Bolsa Parcial,28.6,Escola de Tecnologia,8
Ciência da Computação,João Miguel Caldeira,9.01,1037048,64490242556,Matriculado,Bolsa Mérito,83.1,Escola de Tecnologia,8
Ciência da Computação,Bento Gonçalves,8.91,1034306,94873882595,Matriculado,Bolsa Mérito,87.9,Escola de Tecnologia,5
Ciência da Computação,Brayan Gonçalves,7.59,1034159,38095887128,Inativo,Bolsa Parcial,31.8,Escola de Tecnologia,3
Ciência da Computação,Valentim Aragão,9.85,1037183,41153959054,Matriculado,Bolsa Mérito,75.5,Escola de Tecnologia,4
Ciência da Computação,Larissa Cirino,8.87,1033862,7443971847,Matriculado,Bolsa Mérito,66.8,Escola de Tecnologia,3
Ciência da Computação,Sofia Vasconcelos,9.31,1033646,46984713504,Inativo,Bolsa Mérito,53.6,Escola de Tecnologia,1
Ciência da Computação,Asafe Vieira,8.24,1040789,33433150119,Inativo,Bolsa Mérito,86.3,Escola de Tecnologia,7
Ciência da Computação,Henry Gabriel Almeida,7.89,1037198,99837176144,Inativo,Bolsa Parcial,38.2,Escola de Tecnologia,3
Ciência da Computação,Luiz Felipe Martins,8.01,1038779,47302624799,Matriculado,Bolsa Mérito,65.6,Escola de Tecnologia,8
Ciência da Computação,Anthony Moraes,8.99,1034768,75739434050,Inativo,Bolsa Mérito,97.9,Escola de Tecnologia,5
Ciência da Computação,Lara Pimenta,6.89,1038317,73981111437,Matriculado,Bolsa Parcial,24.7,Escola de Tecnologia,5
Ciência da Computação,Matheus Costela,6.54,1036469,16313760092,Inativo,Bolsa Parcial,33.0,Escola de Tecnologia,2
Ciência da Computação,Cecilia Cirino,6.44,1036076,65455533346,Matriculado,Bolsa Parcial,33.8,Escola de Tecnologia,6
Ciência da Computação,André da Paz,8.92,1036616,99564377368,Matriculado,Bolsa Mérito,74.2,Escola de Tecnologia,5
Ciência da Computação,Maria Fernanda das Neves,7.3,1040000,45456372913,Matriculado,Bolsa Parcial,38.2,Escola de Tecnologia,2
Ciência da Computação,Antônio Macedo,8.18,1038221,77298829136,Inativo,Bolsa Mérito,86.0,Escola de Tecnologia,8
Ciência da Computação,Maria Luísa Siqueira,9.18,1033712,6371510426,Inativo,Bolsa Mérito,60.1,Escola de Tecnologia,8
Ciência da Computação,Mathias Teixeira,8.18,1036223,28332156801,Matriculado,Bolsa Mérito,98.6,Escola de Tecnologia,1
Ciência da Computação,Hellena Silva,6.92,1038548,44867683323,Matriculado,Bolsa Parcial,39.4,Escola de Tecnologia,5
Ciência da Computação,João Miguel Rezende,7.08,1034915,23641617830,Inativo,Bolsa Parcial,48.4,Escola de Tecnologia,4
Ciência da Computação,Isaque Barbosa,7.66,1036982,73795407909,Matriculado,Bolsa Parcial,44.5,Escola de Tecnologia,2
Ciência da Computação,Davi Luiz Silva,7.35,1039358,84175154013,Inativo,Bolsa Parcial,35.2,Escola de Tecnologia,5
Ciência da Computação,Isabel Novaes,8.35,1033484,90770472214,Matriculado,Bolsa Mérito,80.7,Escola de Tecnologia,8
Ciência da Computação,Otto Nascimento,7.63,1039127,93204093893,Matriculado,Bolsa Parcial,49.0,Escola de Tecnologia,8
Ciência da Computação,Thales Cassiano,9.29,1038533,59674034277,Matriculado,Bolsa Mérito,82.9,Escola de Tecnologia,4
Ciência da Computação,Júlia Araújo,9.23,1039886,97280178499,Inativo,Bolsa Mérito,89.1,Escola de Tecnologia,4
Ciência da Computação,Leonardo Ribeiro,7.03,1034375,47019962043,Inativo,Bolsa Parcial,20.4,Escola de Tecnologia,2
Ciência da Computação,Ana Laura da Luz,7.1,1041122,72091162077,Inativo,Bolsa Parcial,21.2,Escola de Tecnologia,6
