nome_professor,cpf,matricula,nome_departamento,semestre_atual, ,media_global,media_global_professor
Bianca Monteiro,55843825161,2006918,Escola de Saúde,4,,8.052280701754386,8.05
Alexandre Moraes,91475944159,2006919,Escola de Saúde,6,,8.010923566878981,8.01
Luiz Henrique Borges,26378397042,2006923,Escola de Saúde,7,,8.009608006672227,8.01
Carolina Sampaio,30195885689,2006917,Escola de Saúde,9,,7.980497237569061,7.98
Bryan Sá,31648392220,2006922,Escola de Saúde,7,,8.009608006672227,8.01
Lorena Alves,39060942469,11441069,Escola de Engenharia,1,,7.969423604757548,7.95
Milena Vasconcelos,14725056592,38109624,Escola de Engenharia,5,,7.928421052631579,7.97
Luara Costa,63782917573,42082339,Escola de Saúde,2,,8.029213938411669,8.02
Ana Cecília Freitas,45416689966,36580827,Escola de Saúde,5,,7.945814345991562,7.99
Brenda Dias,45890061352,12092863,Escola de Saúde,2,,8.029213938411669,8.02
Erick Mendes,24832978019,59998173,Ciências Biológicas,2,,8.097638095238096,8.02
Theo Siqueira,68499262977,21283533,Ciências Biológicas,7,,8.032611464968154,8.05
Noah Mendes,6470297840,2006003,Escola de Engenharia,4,,7.955649622799664,7.96
Melissa da Conceição,14335796329,2006005,Escola de Engenharia,5,,7.928421052631579,7.93
Nathan Câmara,85475851465,2006004,Escola de Engenharia,1,,7.969423604757548,7.97
João Lucas Jesus,67743798178,2006008,Escola de Engenharia,1,,7.969423604757548,7.97
Fernanda Rezende,18742210890,2006002,Escola de Engenharia,7,,7.962367109634552,7.96
Maysa Barros,31605335518,2006006,Escola de Engenharia,5,,7.928421052631579,7.93
Davi Luiz Fogaça,22178514137,2006007,Escola de Engenharia,3,,8.016448839208941,8.02
Isis Pimenta,46530552308,68284320,Escola de Saúde,4,,8.052280701754386,8.02
Luísa Marques,16712136472,89354297,Ciências Biológicas,4,,7.924395393474088,7.99
Maria Alice Garcia,41626794826,2000541,Escola de Tecnologia,6,,8.016576576576577,8.02
Laís Caldeira,64981048280,2000542,Escola de Tecnologia,4,,7.961030927835051,7.96
Bento Nunes,64584265988,10218716,Escola de Tecnologia,9,,,7.99
Manuela Aragão,19360767214,2000540,Escola de Tecnologia,4,,7.961030927835051,7.96
Agatha Oliveira,2074852951,2008411,Escola de Saúde,2,,8.029213938411669,8.03
Maria Flor Sampaio,98247864493,2008410,Escola de Saúde,5,,7.945814345991562,7.95
Davi Luiz Cavalcante,95464823217,2008415,Escola de Saúde,2,,8.029213938411669,8.03
Lorena Castro,58979542799,2008416,Escola de Saúde,6,,8.010923566878981,8.01
Breno Pinto,74858308747,2008409,Escola de Saúde,5,,7.945814345991562,7.95
Thiago Siqueira,38525539820,2008414,Escola de Saúde,5,,7.945814345991562,7.95
Cecilia Machado,95995121550,2008408,Escola de Saúde,8,,7.959191353082466,7.96
Arthur Gabriel da Costa,36374245346,2008413,Escola de Saúde,1,,8.011402095084609,8.0
Maria Luísa Macedo,111715191,2008407,Escola de Saúde,3,,8.003683774834437,8.0
Emanuelly Costa,57924464950,2008412,Escola de Saúde,4,,8.052280701754386,8.05
Davi Miguel Campos,82036400636,88095851,Escola de Saúde,3,,8.003683774834437,7.98
Aylla Martins,8231401225,1127188,Ciências Biológicas,6,,7.952380038387715,8.03
Juan Costela,22900921649,38293385,Escola de Engenharia,2,,7.99183147033534,8.0
Enrico Silveira,66857092889,33248379,Escola de Tecnologia,6,,8.016576576576577,7.99
Carlos Eduardo Silva,26100032473,24699901,Escola de Tecnologia,1,,8.03510148849797,7.99
Nicole Castro,30583251456,2011896,Ciências Biológicas,5,,7.973406193078324,7.97
Eloá Cunha,3221325290,2011892,Ciências Biológicas,5,,7.973406193078324,7.97
Aylla Teixeira,87025886293,2011894,Ciências Biológicas,3,,8.033939393939393,8.03
Bianca Leão,54047491449,2011893,Ciências Biológicas,8,,7.936876155268023,7.98
Lara Alves,11401593845,2011897,Ciências Biológicas,2,,8.097638095238096,8.1
Maria Flor Teixeira,92267360066,2011895,Ciências Biológicas,6,,7.952380038387715,7.95
Milena Vasconcelos,14725056592,38109624,Escola de Engenharia,4,,7.955649622799664,7.97
Thiago Nascimento,67064905499,35575498,Escola de Tecnologia,5,,8.034368998628258,7.96
Isabelly Costela,50094623866,33512725,Escola de Tecnologia,9,,,8.01
Luiza Lima,28518084966,45518841,Escola de Engenharia,5,,7.928421052631579,7.95
Cauê Pereira,64660802315,2003324,Escola de Tecnologia,2,,8.004819112627986,8.0
Brenda Duarte,25660161881,2003317,Escola de Tecnologia,5,,8.034368998628258,8.03
Ana Vitória Câmara,90465024473,2003320,Escola de Tecnologia,9,,,
Elisa Marques,73808762439,2003322,Escola de Tecnologia,7,,8.030921933085502,8.03
Melissa Cirino,32236314561,2003316,Escola de Tecnologia,6,,8.016576576576577,8.02
Maria Júlia Vasconcelos,88071749210,2003319,Escola de Tecnologia,9,,,
Sophie Silveira,78675919535,2003315,Escola de Tecnologia,1,,8.03510148849797,8.04
Ian Nascimento,26426894187,2010369,Ciências Biológicas,9,,,
Vitória Rezende,75615860812,2010377,Ciências Biológicas,9,,,
Kamilly Duarte,92429888935,2010373,Ciências Biológicas,8,,7.936876155268023,7.94
Pietro Albuquerque,64095149376,2010372,Ciências Biológicas,8,,7.936876155268023,7.94
Júlia da Conceição,24702072388,2010376,Ciências Biológicas,5,,7.973406193078324,7.99
Thomas Almeida,21592262864,2010374,Ciências Biológicas,4,,7.924395393474088,7.92
Maria Júlia Ribeiro,20174062450,2010370,Ciências Biológicas,7,,8.032611464968154,8.03
Ana Cecília Vieira,7275260578,2012622,Ciências Biológicas,6,,7.952380038387715,7.95
Heloísa Moura,42820769221,2012630,Ciências Biológicas,5,,7.973406193078324,7.97
Agatha Leão,40929928320,2012624,Ciências Biológicas,8,,7.936876155268023,7.94
Laura Lima,81899018700,2012629,Ciências Biológicas,4,,7.924395393474088,7.92
Pietro Abreu,1879192831,2012623,Ciências Biológicas,2,,8.097638095238096,8.1
Luna Dias,16734328746,2012621,Ciências Biológicas,9,,,
Gael Moura,69064423466,2012625,Ciências Biológicas,3,,8.033939393939393,8.03
Maria Macedo,32350617351,2012626,Ciências Biológicas,2,,8.097638095238096,8.07
João Vitor Pastor,75401598248,2010219,Ciências Biológicas,8,,7.936876155268023,7.94
Ian Camargo,41322390520,2010210,Ciências Biológicas,7,,8.032611464968154,8.03
Augusto Montenegro,39232576868,2010206,Ciências Biológicas,5,,7.973406193078324,7.97
Guilherme Viana,56848581847,2010214,Ciências Biológicas,2,,8.097638095238096,8.1
Letícia Rocha,67463592230,2010212,Ciências Biológicas,6,,7.952380038387715,7.95
Valentina Pires,43676816993,2010215,Ciências Biológicas,8,,7.936876155268023,7.94
Anna Liz das Neves,74257588098,2010211,Ciências Biológicas,9,,,
João Felipe Silveira,77113221529,2010208,Ciências Biológicas,7,,8.032611464968154,8.03
Pedro Lucas Costela,2925960987,2010220,Ciências Biológicas,9,,,
Maysa da Paz,19059693925,95257723,Escola de Engenharia,8,,8.0739901071723,8.01
Heloísa Fogaça,83064564588,12365092,Escola de Tecnologia,3,,7.94713605442177,7.96
Ravi Lucca Dias,87150214391,41659477,Escola de Tecnologia,9,,,8.03
João Gabriel Peixoto,66098764761,7334832,Ciências Biológicas,5,,7.973406193078324,7.98
Théo Rios,92137514424,2004404,Escola de Engenharia,1,,7.969423604757548,7.97
Alice Martins,90049973306,2004392,Escola de Engenharia,3,,8.016448839208941,8.02
Apollo Farias,5562765100,2004394,Escola de Engenharia,1,,7.969423604757548,7.98
Maya da Mota,97323181489,2004405,Escola de Engenharia,4,,7.955649622799664,7.96
Diogo Guerra,72047128207,2004393,Escola de Engenharia,7,,7.962367109634552,7.96
Giovanna da Costa,732988287,2004400,Escola de Engenharia,6,,7.986284691136975,7.99
Letícia Mendes,88194502930,2004397,Escola de Engenharia,2,,7.99183147033534,7.99
Luiz Gustavo Ramos,45844047283,2004403,Escola de Engenharia,6,,7.986284691136975,7.99
Marcela Silva,55410222434,2004399,Escola de Engenharia,9,,8.011547248182762,8.01
Renan Macedo,52894184215,2004395,Escola de Engenharia,6,,7.986284691136975,7.99
Luiz Miguel Carvalho,69195026828,13040572,Escola de Engenharia,3,,8.016448839208941,8.02
Ana Beatriz Rios,51779937936,2004401,Escola de Engenharia,8,,8.0739901071723,8.07
Ana Júlia Fernandes,94179609256,2004398,Escola de Engenharia,9,,8.011547248182762,8.01
Ravy Ramos,4344167711,2011731,Ciências Biológicas,2,,8.097638095238096,8.1
Apollo Carvalho,82261802665,2011725,Ciências Biológicas,4,,7.924395393474088,7.92
Olívia da Rosa,15834660281,96791828,Ciências Biológicas,9,,,8.0
Pedro Lucas Andrade,23153236186,2011721,Ciências Biológicas,9,,,7.94
Gustavo Sá,94611779544,2011727,Ciências Biológicas,5,,7.973406193078324,7.97
Ester Casa Grande,56135516410,2011722,Ciências Biológicas,8,,7.936876155268023,7.93
Eloah Moreira,92298462096,2011732,Ciências Biológicas,9,,,
José Rezende,36171034245,2011726,Ciências Biológicas,5,,7.973406193078324,7.97
José Jesus,62690180770,2011730,Ciências Biológicas,7,,8.032611464968154,7.98
Isabelly Costa,12838041302,2011724,Ciências Biológicas,4,,7.924395393474088,7.92
Clara Gonçalves,36225651744,2011728,Ciências Biológicas,5,,7.973406193078324,7.97
Gustavo Fernandes,35697496247,2001652,Escola de Tecnologia,9,,,
Heloisa Sá,99178637622,2001651,Escola de Tecnologia,8,,7.919821693907875,7.98
Isabela Andrade,27613739264,2001650,Escola de Tecnologia,1,,8.03510148849797,8.04
Natália Rodrigues,25501149727,2001655,Escola de Tecnologia,2,,8.004819112627986,8.0
Diego Peixoto,43536968982,2001649,Escola de Tecnologia,4,,7.961030927835051,7.96
Ana Clara Lima,51785661796,2001653,Escola de Tecnologia,4,,7.961030927835051,7.96
Lavínia Pires,63942752630,2001654,Escola de Tecnologia,1,,8.03510148849797,8.04
Isabela Araújo,95302159300,2001648,Escola de Tecnologia,2,,8.004819112627986,8.0
Hadassa Macedo,41452187314,2007826,Escola de Saúde,6,,8.010923566878981,8.01
Diego Lima,72777524662,2007824,Escola de Saúde,1,,8.011402095084609,8.01
Sofia Vargas,84690602069,2007821,Escola de Saúde,9,,7.980497237569061,7.98
Rael Borges,47810823150,2007825,Escola de Saúde,9,,7.980497237569061,7.98
Dom Cardoso,71269308340,2007819,Escola de Saúde,3,,8.003683774834437,8.0
José Pedro Ferreira,11259433214,2007820,Escola de Saúde,5,,7.945814345991562,7.95
Rodrigo da Rocha,84308094603,2007829,Escola de Saúde,6,,8.010923566878981,8.01
Marcela Vargas,79505707122,2007828,Escola de Saúde,8,,7.959191353082466,7.96
Bruna Araújo,54797705472,2007827,Escola de Saúde,9,,7.980497237569061,7.98
Igor Alves,33452316203,43923460,Ciências Biológicas,5,,7.973406193078324,8.0
Aylla Machado,88379534653,2005106,Escola de Engenharia,9,,8.011547248182762,8.01
Antony Garcia,4459379682,2005108,Escola de Engenharia,8,,8.0739901071723,8.07
Davi Lucas Cavalcante,63514047275,2005107,Escola de Engenharia,1,,7.969423604757548,7.97
Helena Camargo,84943240950,2005111,Escola de Engenharia,6,,7.986284691136975,7.99
Pietra Correia,41419531395,2005110,Escola de Engenharia,4,,7.955649622799664,7.96
Melina Machado,6872735692,2005104,Escola de Engenharia,4,,7.955649622799664,7.96
Enzo Gabriel Pereira,88731770622,2005109,Escola de Engenharia,8,,8.0739901071723,8.07
Maria Sophia Peixoto,22646108579,2012787,Ciências Biológicas,2,,8.097638095238096,8.1
Maria Laura Pimenta,65278454811,2012780,Ciências Biológicas,4,,7.924395393474088,7.92
José Miguel Siqueira,15236401989,2012783,Ciências Biológicas,2,,8.097638095238096,8.1
Erick Pinto,17265717274,2012789,Ciências Biológicas,5,,7.973406193078324,7.97
Luiz Otávio Rezende,34698073842,2012785,Ciências Biológicas,4,,7.924395393474088,7.92
Yasmin Silva,99386040392,2012790,Ciências Biológicas,5,,7.973406193078324,7.97
Arthur Miguel Mendonça,21934678787,2012784,Ciências Biológicas,1,,8.009375,8.01
Gabriela Gomes,29323959222,2012778,Ciências Biológicas,7,,8.032611464968154,8.03
João Silva,61982441011,2012788,Ciências Biológicas,8,,7.936876155268023,7.94
Amanda da Mata,20328623600,2012792,Ciências Biológicas,9,,,
Enzo Alves,2583745201,68026810,Escola de Engenharia,6,,7.986284691136975,7.99
Maria Liz Albuquerque,83556551735,65442216,Escola de Tecnologia,1,,8.03510148849797,8.01
Antonella Moraes,16025565540,2007545,Escola de Saúde,1,,8.011402095084609,7.99
Maria Flor Novaes,87048054884,2007556,Escola de Saúde,9,,7.980497237569061,7.98
Luiz Otávio Novais,86230283601,2007554,Escola de Saúde,7,,8.009608006672227,8.01
Bruna Sales,37592019876,2007549,Escola de Saúde,5,,7.945814345991562,7.95
Maria Sá,11524847603,2007555,Escola de Saúde,3,,8.003683774834437,8.0
Marcela Marques,78250960794,2007544,Escola de Saúde,5,,7.945814345991562,7.95
Isadora Andrade,89382612846,2007552,Escola de Saúde,6,,8.010923566878981,8.01
Paulo Rios,51123534467,2007550,Escola de Saúde,1,,8.011402095084609,8.01
Erick Jesus,28160872383,2007546,Escola de Saúde,2,,8.029213938411669,8.02
Mathias Gonçalves,49227059920,2007558,Escola de Saúde,6,,8.010923566878981,8.01
Felipe Macedo,14711727030,97251629,Escola de Saúde,9,,7.980497237569061,8.0
Sophie Siqueira,60484967197,2007557,Escola de Saúde,4,,8.052280701754386,8.05
Felipe Albuquerque,70159932159,38156481,Escola de Engenharia,4,,7.955649622799664,7.97
Alícia Aparecida,13371605388,50947084,Escola de Tecnologia,7,,8.030921933085502,8.03
Marcelo Montenegro,65080198646,2010057,Ciências Biológicas,2,,8.097638095238096,8.1
Samuel Abreu,92930659322,2010063,Ciências Biológicas,4,,7.924395393474088,7.92
Nicole Silveira,15842315427,2010059,Ciências Biológicas,3,,8.033939393939393,8.03
João Lucas Ferreira,44593259111,2010058,Ciências Biológicas,3,,8.033939393939393,7.99
Pedro Miguel Jesus,37162172043,2010052,Ciências Biológicas,6,,7.952380038387715,7.95
Isaac da Rosa,86307322827,2010065,Ciências Biológicas,5,,7.973406193078324,7.97
Marcos Vinicius Ferreira,5208672644,2010053,Ciências Biológicas,5,,7.973406193078324,7.97
Ísis Monteiro,21516802112,2010055,Ciências Biológicas,6,,7.952380038387715,7.95
Olivia Câmara,18312173226,2010062,Ciências Biológicas,1,,8.009375,7.97
Ana Sophia Ferreira,54439562719,82547285,Ciências Biológicas,6,,7.952380038387715,7.98
Dante Cirino,86913168542,2010054,Ciências Biológicas,1,,8.009375,8.01
João Vitor da Luz,28591980828,84188732,Escola de Engenharia,2,,7.99183147033534,7.99
João Miguel Guerra,63382012592,37956280,Escola de Tecnologia,9,,,7.93
Luiz Felipe Azevedo,22829118807,96198595,Ciências Biológicas,6,,7.952380038387715,8.0
Bryan da Paz,40798003179,77228203,Escola de Saúde,6,,8.010923566878981,8.01
Liz Nascimento,39469288625,2005112,Escola de Engenharia,9,,8.011547248182762,8.01
Eloah Sampaio,51594990169,2005113,Escola de Engenharia,8,,8.0739901071723,8.03
Noah Mendes,39137362649,2005123,Escola de Engenharia,4,,7.955649622799664,7.96
Yuri Ribeiro,39584587909,2005117,Escola de Engenharia,9,,8.011547248182762,8.01
Stephany Cardoso,88702435352,2005125,Escola de Engenharia,7,,7.962367109634552,7.96
João Guilherme Sousa,38745736698,2005122,Escola de Engenharia,1,,7.969423604757548,7.97
Elisa da Rocha,79767409899,2005116,Escola de Engenharia,4,,7.955649622799664,7.96
Maria Sophia Teixeira,6829948517,2005124,Escola de Engenharia,5,,7.928421052631579,7.93
Aylla Viana,33374686624,2005118,Escola de Engenharia,7,,7.962367109634552,7.98
Heloisa Farias,63677729365,30084314,Escola de Tecnologia,5,,8.034368998628258,7.98
Bárbara Monteiro,25587407386,2012643,Ciências Biológicas,6,,7.952380038387715,7.95
Davi Lucca Duarte,39403899439,2012637,Ciências Biológicas,3,,8.033939393939393,8.03
Anna Liz da Mata,23696392570,2012645,Ciências Biológicas,2,,8.097638095238096,8.05
Marina Fonseca,59750397660,2012644,Ciências Biológicas,9,,,
Rebeca Oliveira,18110561113,2012641,Ciências Biológicas,2,,8.097638095238096,8.1
Isabela Albuquerque,70301069071,2012640,Ciências Biológicas,1,,8.009375,8.01
Henry Gabriel Cunha,66742721044,2012634,Ciências Biológicas,8,,7.936876155268023,7.94
Bianca Pastor,6442027512,2012638,Ciências Biológicas,8,,7.936876155268023,7.94
Pietra Vieira,61015203821,2012642,Ciências Biológicas,2,,8.097638095238096,8.1
Igor Ramos,38091515150,2012636,Ciências Biológicas,6,,7.952380038387715,7.95
Brenda Sousa,6413758739,2012631,Ciências Biológicas,1,,8.009375,8.01
Sophie Novaes,92927734422,86822943,Escola de Engenharia,4,,7.955649622799664,7.97
Gabriela Sales,40737975661,20047084,Escola de Engenharia,1,,7.969423604757548,7.97
Ana Laura Campos,62055489633,59362825,Escola de Tecnologia,1,,8.03510148849797,7.99
Bernardo Abreu,86794664641,2006929,Escola de Saúde,2,,8.029213938411669,8.03
Eloah Porto,8275480319,2006927,Escola de Saúde,8,,7.959191353082466,7.96
Sophie Martins,37498903176,2006931,Escola de Saúde,4,,8.052280701754386,8.05
João Guilherme da Cruz,4839820519,2006924,Escola de Saúde,7,,8.009608006672227,8.01
Enrico Camargo,49153397924,2006928,Escola de Saúde,6,,8.010923566878981,8.02
Luiz Fernando Souza,31665033878,29505982,Escola de Engenharia,3,,8.016448839208941,7.99
Manuella Montenegro,51796907572,2005839,Escola de Engenharia,3,,8.016448839208941,8.02
Arthur Gabriel Carvalho,20993516463,2005840,Escola de Engenharia,6,,7.986284691136975,7.99
João Gabriel Pimenta,22981123102,2005832,Escola de Engenharia,9,,8.011547248182762,8.01
Anthony Gabriel Câmara,75643536271,2001814,Escola de Tecnologia,3,,7.94713605442177,7.95
Diego Ribeiro,93951914758,2001813,Escola de Tecnologia,7,,8.030921933085502,8.03
João Lucas Caldeira,41409935141,2001812,Escola de Tecnologia,7,,8.030921933085502,8.03
Ísis Aparecida,65843487234,2001807,Escola de Tecnologia,4,,7.961030927835051,7.96
João Gabriel Correia,23464507822,2001806,Escola de Tecnologia,7,,8.030921933085502,8.02
Pedro Henrique Marques,38883777491,2001817,Escola de Tecnologia,8,,7.919821693907875,7.92
Luiz Gustavo Costa,81919682488,2001810,Escola de Tecnologia,5,,8.034368998628258,8.02
Léo Santos,75415602832,2001811,Escola de Tecnologia,6,,8.016576576576577,8.02
Rebeca Lima,90403778342,2001815,Escola de Tecnologia,3,,7.94713605442177,7.95
Alexandre Costa,184139832,18537825,Escola de Tecnologia,9,,,8.02
Rafael Martins,53687770362,2012793,Ciências Biológicas,6,,7.952380038387715,7.95
Ryan Azevedo,4639121144,2012795,Ciências Biológicas,5,,7.973406193078324,7.97
Thomas Azevedo,32604995772,2012801,Ciências Biológicas,2,,8.097638095238096,8.1
Hadassa da Rocha,20315956455,2012798,Ciências Biológicas,3,,8.033939393939393,8.0
Pedro Henrique da Mota,60079227653,2012794,Ciências Biológicas,4,,7.924395393474088,7.98
Pedro Lucas Andrade,80517077110,35144683,Ciências Biológicas,6,,7.952380038387715,7.94
Renan Alves,88817276898,2012799,Ciências Biológicas,7,,8.032611464968154,8.03
Maria Flor Campos,31145027752,2012796,Ciências Biológicas,6,,7.952380038387715,7.95
Lucas Gabriel Viana,3142703809,2012800,Ciências Biológicas,9,,,8.03
Vicente Ribeiro,40878309980,2012797,Ciências Biológicas,9,,,
Igor Duarte,82674789284,2006018,Escola de Engenharia,8,,8.0739901071723,8.07
Theodoro Leão,37201277393,2006011,Escola de Engenharia,6,,7.986284691136975,7.99
Nicole Machado,45879353825,2006019,Escola de Engenharia,6,,7.986284691136975,7.99
Lunna Cavalcanti,99245751922,2006014,Escola de Engenharia,3,,8.016448839208941,8.02
Yasmin Lima,54241690388,71141693,Escola de Engenharia,6,,7.986284691136975,7.97
Nicolas Nogueira,8715591913,2006017,Escola de Engenharia,3,,8.016448839208941,8.02
Breno da Cruz,41243036157,2006016,Escola de Engenharia,6,,7.986284691136975,7.99
Brenda Costela,32072056985,2006012,Escola de Engenharia,1,,7.969423604757548,8.02
Asafe Moraes,22618257129,2006015,Escola de Engenharia,4,,7.955649622799664,7.96
Gabriel Almeida,27364016616,2006009,Escola de Engenharia,1,,7.969423604757548,7.97
Cecilia Aparecida,33760608990,2010231,Ciências Biológicas,1,,8.009375,8.01
Melissa Fogaça,88226644634,2010225,Ciências Biológicas,6,,7.952380038387715,7.95
Bella Pinto,44892258136,2010229,Ciências Biológicas,3,,8.033939393939393,8.03
Murilo Macedo,74174314907,2010227,Ciências Biológicas,8,,7.936876155268023,7.94
Maria Alice Santos,16823430041,2010223,Ciências Biológicas,4,,7.924395393474088,7.92
Theodoro Mendonça,42989208952,2010226,Ciências Biológicas,5,,7.973406193078324,7.97
Leandro Sá,9223625912,2010230,Ciências Biológicas,4,,7.924395393474088,7.92
Sophia Ribeiro,20065260024,2010224,Ciências Biológicas,6,,7.952380038387715,7.95
Anna Liz Guerra,47441532270,2010228,Ciências Biológicas,7,,8.032611464968154,8.03
Maria Silva,2722126876,6013838,Ciências Biológicas,8,,7.936876155268023,7.96
Emanuella da Mota,24354514476,28376079,Escola de Saúde,6,,8.010923566878981,7.99
Alícia Camargo,55167024768,2004223,Escola de Engenharia,5,,7.928421052631579,7.93
Maya Brito,31975897537,2004226,Escola de Engenharia,9,,8.011547248182762,8.01
Rhavi Montenegro,16163746963,2004235,Escola de Engenharia,2,,7.99183147033534,8.03
Erick Rezende,16970992625,2004229,Escola de Engenharia,9,,8.011547248182762,8.01
Yuri Fonseca,50888434639,2004234,Escola de Engenharia,5,,7.928421052631579,7.95
Gael Henrique Câmara,84560324604,2004228,Escola de Engenharia,8,,8.0739901071723,8.07
Ravi Sampaio,1622885530,2004231,Escola de Engenharia,9,,8.011547248182762,8.01
Manuela Gomes,51439487029,2004233,Escola de Engenharia,9,,8.011547248182762,8.01
Rebeca Nascimento,39532651440,2004227,Escola de Engenharia,4,,7.955649622799664,7.96
Pedro Henrique Pacheco,70331145113,2001659,Escola de Tecnologia,8,,7.919821693907875,7.92
Helena Dias,84569632677,2001661,Escola de Tecnologia,3,,7.94713605442177,7.95
Ravy Sales,61921253257,2001663,Escola de Tecnologia,4,,7.961030927835051,7.96
Luiz Felipe Gonçalves,74268273222,2001657,Escola de Tecnologia,6,,8.016576576576577,8.02
Vitória Santos,12044475555,2001658,Escola de Tecnologia,6,,8.016576576576577,8.02
Kevin Moreira,1031404872,2001660,Escola de Tecnologia,9,,,
Enzo Gabriel Fonseca,75129312518,19963764,Ciências Biológicas,9,,,8.01
Anthony Gabriel Carvalho,43262295035,97317833,Escola de Tecnologia,3,,7.94713605442177,7.97
Aylla Farias,33623550432,432417,Escola de Tecnologia,4,,7.961030927835051,8.01
Vicente Machado,62971584731,29070416,Ciências Biológicas,8,,7.936876155268023,7.99
Amanda Melo,2123114068,2009488,Escola de Saúde,5,,7.945814345991562,7.95
Emanuella Cunha,79616342329,2009486,Escola de Saúde,1,,8.011402095084609,8.01
Josué Abreu,91423099801,2009490,Escola de Saúde,7,,8.009608006672227,8.01
Letícia Almeida,60000077941,2009487,Escola de Saúde,1,,8.011402095084609,8.01
Maria Isis Viana,39950899890,2009489,Escola de Saúde,7,,8.009608006672227,8.01
Vicente Freitas,67983938322,2003332,Escola de Engenharia,4,,7.955649622799664,7.96
Anthony Cirino,37965809402,2003326,Escola de Engenharia,6,,7.986284691136975,7.99
Luiz Fernando Macedo,32624111128,22311877,Escola de Engenharia,4,,7.955649622799664,7.98
Rafael da Cruz,30121930895,2003331,Escola de Engenharia,3,,8.016448839208941,8.02
Daniel Brito,26214041306,2003325,Escola de Engenharia,8,,8.0739901071723,8.02
Otto Guerra,57426529028,2003329,Escola de Engenharia,7,,7.962367109634552,7.96
Sofia da Paz,33979498392,2003327,Escola de Engenharia,2,,7.99183147033534,7.99
Anthony Gabriel Duarte,82449298896,2003328,Escola de Engenharia,2,,7.99183147033534,7.99
Ágatha Ferreira,89356457331,31354221,Ciências Biológicas,3,,8.033939393939393,7.99
Theo Pinto,10275027330,2008586,Escola de Saúde,4,,8.052280701754386,8.03
Nathan Araújo,33168051163,2008595,Escola de Saúde,6,,8.010923566878981,8.01
Lucas Gabriel Jesus,4810752974,2008592,Escola de Saúde,7,,8.009608006672227,8.01
Laís Martins,47756571384,2008593,Escola de Saúde,4,,8.052280701754386,8.05
Luiz Otávio Lima,51426749666,2008587,Escola de Saúde,1,,8.011402095084609,8.01
Fernando Fernandes,96329281428,2008590,Escola de Saúde,8,,7.959191353082466,7.96
Raul Abreu,7117390139,2010978,Ciências Biológicas,7,,8.032611464968154,8.03
Liam Rezende,15488378383,26675376,Ciências Biológicas,5,,7.973406193078324,7.95
Maria Isis Porto,85865299396,2010984,Ciências Biológicas,9,,,
Rodrigo Silva,23268483764,2010979,Ciências Biológicas,6,,7.952380038387715,7.95
Ana Luiza Pacheco,693336868,2010980,Ciências Biológicas,1,,8.009375,7.97
Brayan da Paz,82435009116,2010981,Ciências Biológicas,7,,8.032611464968154,8.03
Luana Alves,45280375816,2010985,Ciências Biológicas,2,,8.097638095238096,8.1
Ayla Barros,804712152,2010977,Ciências Biológicas,2,,8.097638095238096,8.1
Jade Brito,84401285879,2010983,Ciências Biológicas,5,,7.973406193078324,7.97
Anthony Camargo,14389749739,2000559,Escola de Tecnologia,3,,7.94713605442177,7.95
Pietro Moraes,57371948644,2000558,Escola de Tecnologia,9,,,
Augusto Azevedo,99724480040,2000554,Escola de Tecnologia,8,,7.919821693907875,7.92
Yuri Nascimento,52302071231,2000548,Escola de Tecnologia,4,,7.961030927835051,7.96
Matheus Farias,25306086975,2000550,Escola de Tecnologia,5,,8.034368998628258,8.03
Maria Caldeira,43200505542,2000552,Escola de Tecnologia,5,,8.034368998628258,8.03
Lavínia Macedo,81898246437,2000553,Escola de Tecnologia,2,,8.004819112627986,8.0
Isis Pires,89377608015,2000546,Escola de Tecnologia,9,,,
Vinícius da Paz,51393681107,2000549,Escola de Tecnologia,9,,,
Ana Liz Caldeira,4947563260,93102964,Escola de Engenharia,2,,7.99183147033534,7.99
Maria Liz Monteiro,82925985977,2011908,Ciências Biológicas,4,,7.924395393474088,7.92
Anna Liz da Mata,84144936680,2011901,Ciências Biológicas,1,,8.009375,8.05
Vitória Lopes,73703340169,2011900,Ciências Biológicas,2,,8.097638095238096,8.1
Vitor Hugo da Cruz,44579036880,2011909,Ciências Biológicas,7,,8.032611464968154,8.03
Ana das Neves,41923000311,2011902,Ciências Biológicas,7,,8.032611464968154,8.03
Yan Macedo,4734313955,2011899,Ciências Biológicas,4,,7.924395393474088,7.92
Luiz Gustavo da Mata,38109357676,2011903,Ciências Biológicas,8,,7.936876155268023,7.94
Cecília Sá,62460319557,2000409,Escola de Tecnologia,4,,7.961030927835051,8.0
Hadassa Cavalcanti,77638671513,2000408,Escola de Tecnologia,8,,7.919821693907875,7.92
Raul Cardoso,12511985103,2000410,Escola de Tecnologia,1,,8.03510148849797,8.04
Gabrielly Farias,35516376511,2000406,Escola de Tecnologia,8,,7.919821693907875,7.92
Zoe Porto,12677572368,2000407,Escola de Tecnologia,1,,8.03510148849797,8.04
Elisa Cavalcanti,29042142724,2000405,Escola de Tecnologia,3,,7.94713605442177,7.95
Bernardo Novaes,99395697559,2000411,Escola de Tecnologia,6,,8.016576576576577,8.02
Eloá Gomes,5209461756,44625459,Ciências Biológicas,1,,8.009375,7.99
Yan Viana,43012611606,51180833,Escola de Tecnologia,6,,8.016576576576577,8.02
Sara Azevedo,42351633739,32905649,Escola de Tecnologia,2,,8.004819112627986,8.0
